user_id,age,reels_watch_time_hours,daily_screen_time_hours,sleep_hours,attention_span_score,focus_level,task_completion_rate,stress_level,platform,age_scaled,reels_watch_time_hours_scaled,daily_screen_time_hours_scaled,sleep_hours_scaled,attention_span_score_scaled,focus_level_scaled,task_completion_rate_scaled,cluster_b_sem_pca,cluster_b
22,35,0.83,2.55,8.29,8.13,8.75,44.99,High,YouTube Shorts,0.6167522186233596,-1.5249183708997625,-1.5552859653066655,1.2397877822177104,1.0183084058616536,1.248421198998513,-1.459676319500451,2,2
23,16,5.39,2.51,4.42,4.9,7.69,84.6,High,TikTok,-1.5787123535253684,1.3555100179179584,-1.569207818902832,-1.4355494177169814,-0.2251226075297746,0.839635303233766,0.8435610117759018,0,2
24,38,2.31,10.83,5.07,5.25,6.16,52.32,Low,YouTube Shorts,0.9634045194889482,-0.5900424903185723,1.3265377290997566,-0.9862033763842808,-0.0903855008155333,0.2495952838752156,-1.0334523952829386,0,1
25,26,2.23,10.41,5.15,9.97,9.0,46.33,Medium,TikTok,-0.4232046839734062,-0.6405763217013394,1.1803582663400105,-0.9308992482202564,1.7266406240165229,1.3448329668675572,-1.3817581669149852,0,1
26,44,3.32,5.46,7.0,3.54,1.85,63.69,High,YouTube Shorts,1.6567091212201257,0.0479471308888614,-0.542471116185568,0.3480087155728135,-0.7486725079051129,-1.4125435941871058,-0.3723110558077523,2,0
27,20,5.67,8.18,6.88,4.55,4.55,74.98,Medium,TikTok,-1.1165092857045835,1.532378427757643,0.4042149283537397,0.2650525233267765,-0.3598597142440162,-0.3712965012014289,0.2841784536623321,1,1
28,16,0.76,6.9,5.45,7.09,8.29,89.62,High,YouTube Shorts,-1.5787123535253684,-1.5691354733596836,-0.0412843867235813,-0.7235087676051639,0.6179467173393359,1.0710235461194717,1.1354633445960816,0,2
29,42,2.44,11.67,5.04,8.92,4.47,78.08,High,TikTok,1.4256075873097331,-0.5079250143215759,1.6188966546192487,-1.0069424244457903,1.3224293038737982,-0.402148266919523,0.4644368663600519,0,1
30,35,5.21,11.5,7.82,2.14,9.34,69.5,Low,Instagram Reels,0.6167522186233596,1.2418088973067327,1.559728776835542,0.9148760292540664,-1.2876209347620786,1.4759529711694572,-0.0344719016871863,2,1
31,15,2.68,11.84,8.68,7.62,2.37,57.14,Medium,TikTok,-1.6942631204805645,-0.3563235201732747,1.6780645324029553,1.509395407017331,0.8219771932209016,-1.212007117019494,-0.7531796374755158,2,0
32,26,1.6,10.66,4.26,9.26,4.03,57.55,Medium,YouTube Shorts,-0.4232046839734062,-1.0385302438406296,1.2673698513160498,-1.546157674045031,1.453316778967633,-0.5718329783690406,-0.7293390086993659,0,2
33,40,2.84,11.1,4.67,4.81,4.83,86.23,High,Instagram Reels,1.1945060533993406,-0.2552558574077407,1.4205102408738788,-1.2627240172044043,-0.259769292113437,-0.2633153211880993,0.9383420481298648,0,1
34,36,2.62,4.17,7.21,3.58,7.18,46.84,High,Instagram Reels,0.7323029855785558,-0.39422389371035,-0.9914508946619308,0.4931820520033782,-0.7332739814234853,0.6429552967809157,-1.3521027506324568,2,2
35,43,5.53,10.31,8.02,7.1,2.76,48.79,High,YouTube Shorts,1.5411583542649292,1.4439442228378012,1.145553632349595,1.0531363496641275,0.6217963489597427,-1.0616047591437852,-1.2387143942580845,2,0
36,26,4.69,9.09,7.96,3.21,1.09,83.18,High,Instagram Reels,-0.4232046839734062,0.9133389933187472,0.7209370976665228,1.0116582535411094,-0.8757103513785406,-1.7056353685090002,0.760991029185334,1,0
37,39,3.28,11.63,7.6,4.46,9.79,97.66,Low,YouTube Shorts,1.0789552864441443,0.0226802151974779,1.6049748010230829,0.7627896768029981,-0.3945063988276783,1.6494941533337364,1.6029722601088778,1,1
38,31,5.94,7.71,8.44,9.07,9.09,47.21,Low,Instagram Reels,0.1545491508025747,1.7029301086744824,0.2406331485987858,1.343483022525257,1.380173778179902,1.379541203300413,-1.330588036858858,2,1
39,41,3.06,2.85,5.09,6.31,3.7,76.57,High,TikTok,1.3100568203545369,-0.1162878211051312,-1.4508720633354182,-0.972377344343275,0.3176754509475977,-0.699096511956179,0.3766335750137428,0,2
40,41,0.82,7.97,4.54,1.85,5.35,54.35,Low,YouTube Shorts,1.3100568203545369,-1.5312350998226083,0.3311251969738666,-1.3525932254709443,-1.3992602517538786,-0.0627788440204876,-0.9154122089034638,0,2
41,24,1.94,8.87,7.08,3.97,5.4,41.55,Medium,Instagram Reels,-0.6543062178837987,-0.8237614604638699,0.644366902887608,0.4033128437368382,-0.5831383482276162,-0.0434964904466785,-1.659705009719857,2,0
42,42,2.9,4.2,8.11,6.65,8.82,89.94,Medium,Instagram Reels,1.4256075873097331,-0.2173554838706654,-0.981009504464806,1.1153534938486551,0.4485629260414325,1.2754164940018455,1.1540706646164909,1,1
43,42,1.36,5.94,6.91,5.33,6.37,70.52,High,YouTube Shorts,1.4256075873097331,-1.190131737988931,-0.3754088730315723,0.2857915713882859,-0.0595884478522781,0.3305811688852127,0.0248389308778697,1,2
44,30,5.71,7.99,8.81,6.94,8.44,41.43,Low,YouTube Shorts,0.0389983838473785,1.5576453434490267,0.3380861237719499,1.5992646152838716,0.5602022430332326,1.1288706068408982,-1.6666827547275105,2,0
45,29,4.72,5.74,7.98,7.85,9.21,93.73,Low,YouTube Shorts,-0.0765523831078176,0.9322891800872846,-0.4450181410124039,1.0254842855821158,0.91051872049026,1.4258188518775547,1.37445111110822,1,1
46,44,1.98,5.75,7.5,5.33,6.09,72.14,High,Instagram Reels,1.6567091212201257,-0.7984945447724864,-0.4415376776133624,0.6936595165979677,-0.0595884478522781,0.2225999888718831,0.1190384884811947,1,2
47,44,3.75,3.33,4.3,9.88,3.57,84.22,Low,Instagram Reels,1.6567091212201257,0.3195664745712344,-1.283809820181423,-1.5185056099630183,1.691993939432861,-0.749230631248082,0.8214648192516654,0,2
48,29,4.47,11.41,4.54,9.23,5.49,65.41,Medium,TikTok,-0.0765523831078176,0.7743709570161376,1.528404606244168,-1.3525932254709443,1.4417678841064123,-0.0087882540138227,-0.2722967106980495,0,1
49,44,5.68,9.5,7.92,1.54,8.66,51.09,Medium,YouTube Shorts,1.6567091212201257,1.538695156680489,0.8636360970272273,0.984006189459097,-1.5185988319864925,1.2137129625656573,-1.1049742816113888,2,1
50,33,5.35,2.01,4.99,3.4,6.25,67.93,Medium,TikTok,0.3856506847129672,1.3302431022265748,-1.743230988854911,-1.0415075045483055,-0.8025673505908095,0.2843035203080714,-0.1257640655373216,0,2
51,26,3.33,9.66,4.14,3.7,9.06,57.26,Medium,YouTube Shorts,-0.4232046839734062,0.0542638598117074,0.9193235114118926,-1.6291138662910678,-0.6870784019786025,1.367971791156128,-0.7462018924678622,0,1
52,37,4.76,9.4,8.55,2.66,9.06,57.8,High,Instagram Reels,0.8478537525337521,0.957556095778668,0.8288314630368118,1.4195261987507917,-1.0874400905009198,1.367971791156128,-0.7148020399334206,2,1
53,34,3.59,2.1,8.45,3.81,4.36,78.63,Low,YouTube Shorts,0.5012014516681634,0.2184988118057002,-1.7119068182635362,1.3503960385457598,-0.6447324541541266,-0.4445694447819023,0.4964181976451311,1,2
54,39,3.54,5.7,5.09,4.82,5.03,45.64,Low,TikTok,1.0789552864441443,0.1869151671914709,-0.4589399946085701,-0.972377344343275,-0.2559196604930298,-0.1861859068928639,-1.4218802007089937,0,2
55,17,1.13,8.07,7.9,1.46,7.1,63.82,Medium,TikTok,-1.463161586570172,-1.335416503214386,0.3659298309642826,0.970180157418091,-1.5493958849497478,0.6121035310628214,-0.3647518320494606,2,0
56,19,1.19,6.53,4.24,2.15,2.0,72.8,Low,Instagram Reels,-1.2320600526597798,-1.2975161296773108,-0.1700615324881196,-1.5599837060860366,-1.2837713031416718,-1.3546965334656793,0.1574160860232898,0,2
57,33,3.41,9.78,5.43,1.87,5.19,82.59,Medium,TikTok,0.3856506847129672,0.1047976911944745,0.9610890722003912,-0.7373347996461704,-1.3915609885130649,-0.1244823754566756,0.7266837828977032,0,1
58,21,1.98,6.25,7.12,1.42,2.34,77.97,High,TikTok,-1.0009585187493872,-0.7984945447724864,-0.2675145076612837,0.4309649078188506,-1.5647944114313754,-1.2235765291637792,0.4580406001030361,1,0
59,35,0.62,3.54,7.82,5.33,8.63,93.17,High,Instagram Reels,0.6167522186233596,-1.657569678279526,-1.21072008880155,0.9148760292540664,-0.0595884478522781,1.2021435504213722,1.341888301072503,1,2
60,23,4.48,11.76,4.05,4.0,9.49,99.54,High,TikTok,-0.7698569848389949,0.7806876859389839,1.6502208252106227,-1.6913310104755956,-0.5715894533663956,1.533800031890884,1.712290265228786,0,1
61,21,0.68,4.42,5.63,9.42,2.27,96.25,Medium,Instagram Reels,-1.0009585187493872,-1.6196693047424506,-0.9044393096858916,-0.5990744792361087,1.5149108848941433,-1.2505718241671115,1.5209837562689472,1,2
62,32,3.77,9.18,5.07,1.92,7.01,85.85,Medium,Instagram Reels,0.270099917757771,0.3321999324169261,0.752261268257897,-0.9862033763842808,-1.3723128304110304,0.5773952946299656,0.9162458556056275,0,1
63,18,3.47,3.43,8.99,9.33,6.73,81.16,High,TikTok,-1.347610819614976,0.1426980647315498,-1.2490051861910072,1.7236989036529269,1.4802642003104811,0.4694141146166364,0.6435323215564963,1,0
64,39,5.83,5.29,7.35,1.78,7.84,42.13,Low,Instagram Reels,1.0789552864441443,1.6334460905231774,-0.6016389939692747,0.5899642762904211,-1.4262076730967268,0.8974823639551923,-1.6259792421828638,2,0
65,42,3.16,6.42,6.03,6.57,7.26,72.01,Low,YouTube Shorts,1.4256075873097331,-0.0531205318766724,-0.208346629877577,-0.3225538384159852,0.4177658730781773,0.6738070624990098,0.1114792647229035,0,2
66,28,0.85,3.92,4.38,3.23,2.95,79.82,Low,Instagram Reels,-0.1921031500630138,-1.5122849130540708,-1.0784624796379705,-1.4632014817989938,-0.8680110881377268,-0.9883318155633114,0.56561416897103,0,2
67,32,3.53,6.5,6.99,8.44,3.62,64.78,Medium,TikTok,0.270099917757771,0.1805984382686249,-0.1805029226852444,0.3410956995523106,1.137646986094267,-0.7299482776742731,-0.3089298719882311,2,0
68,40,5.13,3.57,7.21,1.55,2.49,63.09,Medium,YouTube Shorts,1.1945060533993406,1.1912750659239657,-1.2002786986044252,0.4931820520033782,-1.5147492003660856,-1.1657294684423527,-0.4071997808460204,2,0
69,23,5.98,7.59,8.08,9.57,9.29,72.55,Medium,YouTube Shorts,-0.7698569848389949,1.7281970243658658,0.1988675878102869,1.0946144457871465,1.5726553592002468,1.456670617595648,0.1428791172573446,1,1
70,40,2.87,8.64,5.44,1.43,5.7,94.4,Low,YouTube Shorts,1.1945060533993406,-0.236305670639203,0.5643162447096524,-0.7304217836256669,-1.5609447798109686,0.0721976309961743,1.4134101874009533,1,1
71,35,2.26,2.62,8.91,3.17,9.79,55.66,High,YouTube Shorts,0.6167522186233596,-0.6216261349328018,-1.5309227215133745,1.668394775488902,-0.8911088778601681,1.6494941533337364,-0.8392384925699113,2,2
72,16,5.49,10.71,6.2,5.18,5.04,63.94,Low,Instagram Reels,-1.5787123535253684,1.4186773071464176,1.284772168311258,-0.2050325660674328,-0.1173329221583817,-0.1823294361781022,-0.3577740870418071,0,1
73,34,1.55,3.85,5.48,7.8,5.97,79.19,High,Instagram Reels,0.5012014516681634,-1.070113888454859,-1.102825723431261,-0.7027697195436545,0.8912705623882257,0.1763223402947419,0.5289810076808484,0,2
74,42,3.88,4.25,5.74,9.56,8.1,51.16,High,Instagram Reels,1.4256075873097331,0.4016839505682307,-0.9636071874695984,-0.5230313030105745,1.56880572757984,0.9977506025389982,-1.1009039303569246,0,2
75,29,2.73,8.61,6.6,4.85,8.18,90.09,Medium,TikTok,-0.0765523831078176,-0.3247398755590454,0.5538748545125272,0.07148807475269,-0.2443707656318094,1.0286023682570924,1.1627928458760584,1,1
76,42,0.73,6.69,8.68,7.82,3.08,79.96,Low,TikTok,1.4256075873097331,-1.5880856601282214,-0.1143741181034544,1.509395407017331,0.8989698256290396,-0.9381976962714084,0.5737548714799594,1,0
77,21,2.41,6.99,7.68,7.54,3.59,61.14,High,YouTube Shorts,-1.0009585187493872,-0.5268752010901134,-0.0099602161322072,0.8180938049670229,0.7911801402576464,-0.7415176898185585,-0.5205881372203929,2,0
78,26,1.96,3.28,6.89,6.14,1.88,83.33,Medium,TikTok,-0.4232046839734062,-0.8111280026181781,-1.301212137176631,0.2719655393472794,0.2522317134006805,-1.4009741820428203,0.7697132104449006,1,2
79,43,4.27,10.06,4.81,7.22,8.25,56.76,Medium,Instagram Reels,1.5411583542649292,0.6480363785592198,1.0585420473735556,-1.1659417929173614,0.6679919284046255,1.0555976632604247,-0.7752758299997525,0,1
80,22,5.72,8.17,4.75,1.34,8.14,86.47,Low,Instagram Reels,-0.8854077517941911,1.5639620723718726,0.4007344649546981,-1.2074198890403798,-1.5955914643946305,1.0131764853980456,0.952297538145172,0,1
81,29,1.97,3.35,6.51,4.97,1.73,44.24,Medium,Instagram Reels,-0.0765523831078176,-0.8048112736953322,-1.2768488933833395,0.0092709305681624,-0.1981751861869265,-1.458821242764247,-1.5032872257982866,2,2
82,17,4.96,5.74,7.64,8.07,3.32,65.61,Low,Instagram Reels,-1.463161586570172,1.0838906742355858,-0.4450181410124039,0.7904417408850105,0.995210616139212,-0.8456423991171261,-0.2606671356852932,2,0
83,28,0.8,10.1,7.76,5.27,5.05,55.7,Medium,Instagram Reels,-0.1921031500630138,-1.5438685576683,1.0724639009697217,0.8733979331310475,-0.0826862375747197,-0.1784729654633406,-0.8369125775673598,2,0
84,31,3.46,7.68,5.13,8.86,5.88,89.0,Low,YouTube Shorts,0.1545491508025747,0.1363813358087038,0.230191758401661,-0.9447252802612628,1.2993315141513566,0.141614103861886,1.0994116620565373,0,1
85,18,0.89,3.09,4.5,8.5,5.7,85.16,Medium,Instagram Reels,-1.347610819614976,-1.4870179973626871,-1.3673409417584208,-1.3802452895529569,1.1607447758167089,0.0721976309961743,0.8761238218116192,0,2
86,32,5.64,5.73,5.92,8.77,9.85,90.51,High,Instagram Reels,0.270099917757771,1.5134282409891051,-0.4484986044114453,-0.3985970146415192,1.264684829567695,1.6726329776223072,1.1872149534028464,1,1
87,22,4.71,4.43,8.59,2.17,7.88,79.09,Low,Instagram Reels,-0.8854077517941911,0.9259724511644388,-0.90095884628685,1.4471782628328034,-1.276072039900858,0.9129082468142392,0.5231662201744707,1,1
88,18,4.12,7.17,6.73,3.2,2.02,87.72,High,YouTube Shorts,-1.347610819614976,0.553285444716532,0.0526881250505409,0.1613572830192306,-0.8795599829989474,-1.3469835920361557,1.0249823819748978,1,0
89,16,5.03,10.43,5.6,1.27,3.64,66.33,Low,Instagram Reels,-1.5787123535253684,1.1281077766955072,1.1873191931380935,-0.6198135272976181,-1.6225388857374787,-0.7222353362447496,-0.2188006656393712,0,1
90,44,4.06,6.36,5.62,9.85,4.11,80.68,Low,TikTok,1.6567091212201257,0.5153850711794564,-0.2292294102718263,-0.6059874952566116,1.6804450445716397,-0.5409812126509465,0.6156213415258822,0,1
91,20,5.83,6.33,4.66,3.13,3.84,41.87,Low,YouTube Shorts,-1.1165092857045835,1.6334460905231774,-0.2396708004689511,-1.2696370332249074,-0.9065074043417958,-0.6451059219495143,-1.6410976896994471,0,0
92,36,4.43,11.05,6.37,4.3,8.07,92.84,Medium,YouTube Shorts,0.7323029855785558,0.749104041324754,1.4031079238786714,-0.0875112937188805,-0.4561005047541887,0.9861811903947132,1.3226995023014552,1,1
93,24,5.59,7.76,7.96,3.47,4.25,81.09,High,Instagram Reels,-0.6543062178837987,1.481844596374876,0.2580354655939936,1.0116582535411094,-0.7756199292479611,-0.4869906226442818,0.6394619703020321,1,1
94,18,3.34,7.66,8.84,1.36,5.43,91.97,Medium,Instagram Reels,-1.347610819614976,0.0605805887345532,0.223230831603578,1.6200036633453805,-1.5878922011538166,-0.0319270783023935,1.2721108509959658,1,0
95,36,1.14,4.62,6.51,3.35,5.8,86.25,Low,Instagram Reels,0.7323029855785558,-1.3290997742915402,-0.83483004170506,0.0092709305681624,-0.8218155086928439,0.1107623381437919,0.9395050056311404,1,2
96,43,3.4,8.08,4.84,1.88,3.43,57.18,High,YouTube Shorts,1.5411583542649292,0.0984809622716285,0.369410294363324,-1.1452027448558522,-1.387711356892658,-0.8032212212547466,-0.7508537224729646,0,0
97,32,1.2,7.76,7.41,4.55,3.9,56.37,High,YouTube Shorts,0.270099917757771,-1.2911994007544652,0.2580354655939936,0.6314423724134399,-0.3598597142440162,-0.6219670976609437,-0.797953501274627,2,0
98,40,3.76,5.97,7.78,9.7,8.02,87.98,Low,TikTok,1.1945060533993406,0.3258832034940801,-0.3649674828344478,0.887223965172054,1.6227005702655362,0.966898836820904,1.040100829491481,1,1
99,26,3.15,11.91,4.36,7.28,8.8,51.08,Medium,Instagram Reels,-0.4232046839734062,-0.0594372607995184,1.7024277761962463,-1.4770275138399998,0.6910897181270671,1.267703552572322,-1.1055557603620267,0,1
100,16,3.92,10.82,8.25,7.36,1.33,46.64,High,Instagram Reels,-1.5787123535253684,0.4269508662596142,1.3230572657007151,1.2121357181356986,0.7218867710903223,-1.6130800713547175,-1.363732325645213,2,0
101,24,0.56,9.5,8.15,5.08,6.45,40.9,High,Instagram Reels,-0.6543062178837987,-1.6954700518166013,0.8636360970272273,1.1430055579306682,-0.1558292383624505,0.3614329346033068,-1.6975011285113144,2,0
102,44,1.57,7.37,6.36,8.3,6.7,57.91,High,YouTube Shorts,1.6567091212201257,-1.0574804306091674,0.1222973930313724,-0.0944243097393834,1.0837521434085708,0.457844702472351,-0.7084057736764048,2,2
103,18,3.2,6.62,6.8,9.17,7.64,45.96,Medium,YouTube Shorts,-1.347610819614976,-0.0278536161852889,-0.1387373618967455,0.2097483951627518,1.4186700943839707,0.8203529496599569,-1.403272880688584,2,0
104,28,5.73,3.85,7.57,9.65,7.24,88.1,High,YouTube Shorts,-0.1921031500630138,1.5702788012947189,-1.102825723431261,0.7420506287414894,1.603452412163502,0.6660941210694864,1.0470785744991342,1,1
105,30,2.61,5.06,7.38,1.89,8.9,69.07,Low,YouTube Shorts,0.0389983838473785,-0.400540622633196,-0.681689652147231,0.6107033243519305,-1.3838617252722512,1.3062682597199398,-0.0594754879646124,2,2
106,29,2.83,9.74,4.08,8.92,1.71,55.15,Medium,YouTube Shorts,-0.0765523831078176,-0.2615725863305865,0.9471672186042251,-1.670591962414086,1.3224293038737982,-1.4665341841937705,-0.8688939088524394,0,0
107,22,4.43,6.54,4.61,3.03,4.5,76.13,Low,TikTok,-0.8854077517941911,0.749104041324754,-0.1665810690890781,-1.3042021133274226,-0.9450037205458648,-0.3905788547752377,0.3510485099856794,0,1
108,28,3.82,10.82,4.81,4.58,8.04,44.22,High,YouTube Shorts,-0.1921031500630138,0.3637835770311554,1.3230572657007151,-1.1659417929173614,-0.3483108193827954,0.9746117782504272,-1.5044501832995625,0,1
109,37,2.14,3.48,7.78,4.11,8.62,83.57,Low,YouTube Shorts,0.8478537525337521,-0.6974268820069521,-1.2316028691957994,0.887223965172054,-0.5292435055419196,1.19828707970661,0.7836687004602076,1,2
110,42,2.76,7.08,6.2,7.08,3.38,70.08,Low,TikTok,1.4256075873097331,-0.3057896887905078,0.0213639544591668,-0.2050325660674328,0.6140970857189291,-0.8225035748285555,-0.0007461341501936,0,0
111,39,1.7,8.47,6.73,6.38,6.27,40.39,Medium,YouTube Shorts,1.0789552864441443,-0.975362954612171,0.5051483669259457,0.1613572830192306,0.3446228722904461,0.2920164617375948,-1.7271565447938424,2,0
112,44,5.81,7.17,7.86,1.98,2.63,59.15,Medium,TikTok,1.6567091212201257,1.6208126326774854,0.0526881250505409,0.9425280933360788,-1.349215040688589,-1.111738878435688,-0.6363024085973166,2,0
113,22,1.22,10.89,5.7,8.05,8.66,85.01,Medium,Instagram Reels,-0.8854077517941911,-1.278565942908773,1.3474205094940062,-0.5506833670925869,0.9875113528983984,1.2137129625656573,0.8674016405520525,0,1
114,35,2.55,11.9,7.74,4.96,7.57,51.29,High,TikTok,0.6167522186233596,-0.4384409961702713,1.698947312797205,0.8595719010900417,-0.2020248178073334,0.7933576546566248,-1.0933447065986328,2,0
115,30,0.64,3.16,6.21,1.02,3.0,97.71,Medium,Instagram Reels,0.0389983838473785,-1.644936220433834,-1.3429776979651296,-0.1981195500469298,-1.718779676247651,-0.9690494619895028,1.6058796538620668,1,2
116,27,1.72,3.3,5.89,4.73,6.61,93.8,Medium,TikTok,-0.3076539170182101,-0.9627294967664792,-1.2942512103785475,-0.4193360627030287,-0.2905663450766919,0.4231364660394952,1.3785214623626845,1,2
117,32,4.79,3.3,5.67,5.65,5.58,86.69,Low,Instagram Reels,0.270099917757771,0.9765062825472058,-1.2942512103785475,-0.5714224151540963,0.0635997640007427,0.0259199824190331,0.9650900706592036,0,2
118,29,1.61,8.81,8.82,1.62,3.33,44.71,Low,TikTok,-0.0765523831078176,-1.0322135149177838,0.623484122493359,1.6061776313043743,-1.4878017790232374,-0.8417859284023643,-1.4759577245183098,2,0
119,35,0.94,5.73,7.86,2.36,9.04,61.23,Low,Instagram Reels,0.6167522186233596,-1.455434352748458,-0.4484986044114453,0.9425280933360788,-1.2029290391131269,1.360258849726604,-0.5153548284646529,2,2
120,38,3.11,9.33,4.1,9.94,2.33,57.89,Medium,YouTube Shorts,0.9634045194889482,-0.084704176490902,0.8044682192435206,-1.6567659303730802,1.7150917291553018,-1.227432999878541,-0.7095687311776802,0,0
121,40,0.55,6.05,8.79,8.84,5.21,48.26,Medium,TikTok,1.1945060533993406,-1.701786780739447,-0.3371237756421152,1.5854385832428646,1.2916322509105431,-0.1167694340271522,-1.2695327680418884,2,0
122,39,0.97,8.28,7.88,2.2,6.25,99.98,High,YouTube Shorts,1.0789552864441443,-1.43648416597992,0.4390195623441553,0.9563541253770846,-1.2645231450396373,0.2843035203080714,1.7378753302568497,1,1
123,42,4.94,9.7,4.75,6.22,8.41,48.83,Low,TikTok,1.4256075873097331,1.0712572163898944,0.9332453650080584,-1.2074198890403798,0.2830287663639357,1.1173011946966132,-1.2363884792555333,0,1
124,42,4.74,7.48,4.38,4.41,2.35,58.92,High,YouTube Shorts,1.4256075873097331,0.9449226379329766,0.1605824904208298,-1.4632014817989938,-0.4137545569297127,-1.2197200584490175,-0.649676419861986,0,0
125,42,5.53,7.4,5.54,5.89,6.48,92.81,Medium,Instagram Reels,1.4256075873097331,1.4439442228378012,0.1327387832284972,-0.6612916234206363,0.155990922890508,0.3730023467475922,1.3209550660495415,1,1
126,27,5.2,2.88,7.12,5.23,1.06,48.66,High,Instagram Reels,-0.3076539170182101,1.235492168383887,-1.4404306731382936,0.4309649078188506,-0.0980847640563469,-1.717204780653285,-1.2462736180163765,2,0
127,23,4.26,6.11,7.08,1.43,8.4,68.17,Medium,Instagram Reels,-0.7698569848389949,0.6417196496363741,-0.3162409952478656,0.4033128437368382,-1.5609447798109686,1.1134447239818517,-0.1118085755220145,2,1
